O*NET-SOC Code,Title,original,text,text_weight_share,text_delta,combined,combined_weight_share,combined_delta,soc6
29-1041.00,Optometrists,0.3918,0.3918,0.0,0.0,0.3918,0.0,0.0,29-1041
29-2012.00,Medical and Clinical Laboratory Technicians,0.3912,0.3832,0.12060199657664691,-0.008000000000000007,0.2875,0.49085206899975364,-0.10370000000000001,29-2012
51-2092.00,Team Assemblers,0.3892,0.3733,0.23573352973548833,-0.01589999999999997,0.3607,0.4861018150875631,-0.02849999999999997,51-2092
53-7072.00,"Pump Operators, Except Wellhead Pumpers",0.389,0.3806,0.16725220572012786,-0.008400000000000019,0.3462,0.41657516632260755,-0.042800000000000005,53-7072
53-5031.00,Ship Engineers,0.3885,0.2961,0.4499079367591238,-0.09240000000000004,0.2859,0.5173085877964931,-0.10260000000000002,53-5031
39-5091.00,"Makeup Artists, Theatrical and Performance",0.3881,0.2187,0.6018593722200233,-0.1694,0.2161,0.6537493230784359,-0.17200000000000001,39-5091
29-2035.00,Magnetic Resonance Imaging Technologists,0.387,0.3749,0.08055853978992222,-0.0121,0.3554,0.2210876408264368,-0.03160000000000002,29-2035
49-2097.00,Audiovisual Equipment Installers and Repairers,0.3857,0.3562,0.29087809000364,-0.02949999999999997,0.3181,0.5525041701100334,-0.0676,49-2097
29-2061.00,Licensed Practical and Licensed Vocational Nurses,0.3852,0.3692,0.1601967041988808,-0.016000000000000014,0.3565,0.2772210679517719,-0.028700000000000003,29-2061
27-1023.00,Floral Designers,0.3847,0.3778,0.13797598157561589,-0.006899999999999962,0.3311,0.4137349377210341,-0.05359999999999998,27-1023
19-4051.02,Nuclear Monitoring Technicians,0.3827,0.3762,0.042927100093069256,-0.006500000000000006,0.3605,0.28672994772254096,-0.022199999999999998,19-4051
29-1292.00,Dental Hygienists,0.3809,0.3661,0.14843629813786344,-0.014800000000000035,0.3352,0.38260055360968465,-0.04570000000000002,29-1292
29-1081.00,Podiatrists,0.3805,0.3805,0.0,0.0,0.3726,0.07900453954028669,-0.007900000000000018,29-1081
49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",0.3801,0.2272,0.4513575325890412,-0.15289999999999998,0.2229,0.479957411331486,-0.1572,49-9091
31-2012.00,Occupational Therapy Aides,0.3796,0.37,0.12658247482053694,-0.009599999999999997,0.3006,0.31009271957142315,-0.07900000000000001,31-2012
35-3031.00,Waiters and Waitresses,0.3791,0.3767,0.048744270541017765,-0.0024000000000000132,0.3505,0.4987533413818733,-0.028600000000000014,35-3031
19-4012.00,Agricultural Technicians,0.3783,0.3635,0.11943185317188947,-0.014800000000000035,0.3364,0.44663959000730585,-0.04190000000000005,19-4012
43-5021.00,Couriers and Messengers,0.3773,0.3575,0.22909275236974797,-0.01980000000000004,0.3231,0.42684690018056054,-0.054200000000000026,43-5021
29-2099.01,Neurodiagnostic Technologists,0.3767,0.3703,0.06370586385074879,-0.006399999999999961,0.3549,0.17939368180542864,-0.021799999999999986,29-2099
31-9093.00,Medical Equipment Preparers,0.3761,0.3606,0.23500721925016752,-0.015500000000000014,0.3259,0.525510130173849,-0.05019999999999997,31-9093
51-5112.00,Printing Press Operators,0.3744,0.3614,0.2341278480207881,-0.013000000000000012,0.3062,0.5872071955364776,-0.06819999999999998,51-5112
33-9032.00,Security Guards,0.373,0.3266,0.16763189712708082,-0.0464,0.2419,0.5280268365739058,-0.1311,33-9032
29-1124.00,Radiation Therapists,0.3728,0.3351,0.10018475082137208,-0.03770000000000001,0.3135,0.27969717431215724,-0.05930000000000002,29-1124
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",0.3727,0.3206,0.2801764716263813,-0.05209999999999998,0.3036,0.4619252690692537,-0.0691,51-8093
53-7071.00,Gas Compressor and Gas Pumping Station Operators,0.3724,0.3518,0.1557097485749523,-0.020600000000000007,0.2551,0.6676798730404443,-0.11730000000000002,53-7071
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",0.3724,0.3513,0.10553423218732824,-0.021100000000000008,0.3487,0.15670409579028427,-0.0237,53-6051
51-8091.00,Chemical Plant and System Operators,0.3722,0.3303,0.20060722098716138,-0.04189999999999999,0.2898,0.4499298090987824,-0.08239999999999997,51-8091
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",0.3717,0.365,0.0832414707028836,-0.006699999999999984,0.35,0.27785989299441227,-0.021699999999999997,51-9061
31-2021.00,Physical Therapist Assistants,0.3693,0.3224,0.26770966099428245,-0.0469,0.3208,0.3000965540559936,-0.04850000000000004,31-2021
51-8021.00,Stationary Engineers and Boiler Operators,0.3676,0.3397,0.20356141546680734,-0.02789999999999998,0.3221,0.3406342547672856,-0.045499999999999985,51-8021
47-4099.03,Weatherization Installers and Technicians,0.3663,0.335,0.348923287781632,-0.031299999999999994,0.3278,0.4937205588357037,-0.038500000000000034,47-4099
39-3021.00,Motion Picture Projectionists,0.3638,0.308,0.2781579147969529,-0.055800000000000016,0.205,0.5975919543442577,-0.15880000000000002,39-3021
29-1126.00,Respiratory Therapists,0.3624,0.3456,0.1983986276721185,-0.01679999999999998,0.3388,0.23276362294999514,-0.02360000000000001,29-1126
29-1229.03,Urologists,0.3615,0.3615,0.0,0.0,0.3413,0.14665162035247853,-0.020199999999999996,29-1229
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",0.3611,0.3281,0.3160837121619693,-0.032999999999999974,0.3094,0.49368729988545945,-0.05169999999999997,51-9051
49-2098.00,Security and Fire Alarm Systems Installers,0.3577,0.3288,0.2859596428334328,-0.028900000000000037,0.3122,0.48987657349441815,-0.04550000000000004,49-2098
39-9011.00,Childcare Workers,0.3547,0.3488,0.038747413770693115,-0.005900000000000016,0.3319,0.3247660136244584,-0.022800000000000042,39-9011
29-1151.00,Nurse Anesthetists,0.3517,0.3319,0.07585162837405396,-0.01980000000000004,0.2885,0.2841232663192807,-0.06320000000000003,29-1151
35-2013.00,"Cooks, Private Household",0.3486,0.3396,0.1800166325226669,-0.009000000000000008,0.2972,0.5846394128376238,-0.0514,35-2013
51-4041.00,Machinists,0.348,0.2811,0.28898335442458467,-0.06689999999999996,0.2588,0.4847459795371587,-0.0892,51-4041
29-1291.00,Acupuncturists,0.348,0.3116,0.14103877134087633,-0.03639999999999999,0.3074,0.18264905986725002,-0.04059999999999997,29-1291
35-2012.00,"Cooks, Institution and Cafeteria",0.3479,0.331,0.2214301526322817,-0.01689999999999997,0.3102,0.48830111998471243,-0.03770000000000001,35-2012
31-9011.00,Massage Therapists,0.3465,0.2244,0.5235796555990828,-0.12209999999999999,0.2244,0.5235796555990828,-0.12209999999999999,31-9011
39-9011.01,Nannies,0.3464,0.3329,0.1033941841996902,-0.013500000000000012,0.3275,0.2117296417576815,-0.018899999999999972,39-9011
39-5093.00,Shampooers,0.3449,0.3094,0.5443303908372021,-0.035499999999999976,0.3094,0.5443303908372021,-0.035499999999999976,39-5093
51-4061.00,"Model Makers, Metal and Plastic",0.3448,0.3288,0.24392179320665888,-0.016000000000000014,0.2977,0.5283895121013606,-0.047099999999999975,51-4061
49-9099.01,Geothermal Technicians,0.3445,0.3189,0.28415052762592097,-0.025599999999999956,0.304,0.4459092547719552,-0.04049999999999998,49-9099
29-2033.00,Nuclear Medicine Technologists,0.3406,0.3406,0.0,0.0,0.286,0.3752009448290761,-0.05460000000000004,29-2033
51-8099.01,Biofuels Processing Technicians,0.3404,0.2832,0.3241731894655766,-0.05719999999999997,0.2531,0.5268174268191474,-0.08729999999999999,51-8099
31-1122.00,Personal Care Aides,0.3383,0.3291,0.06101800715634662,-0.009199999999999986,0.3213,0.21683317434310853,-0.017000000000000015,31-1122
29-2042.00,Emergency Medical Technicians,0.3382,0.3215,0.16666666666666666,-0.016699999999999993,0.3174,0.25,-0.020799999999999985,29-2042
35-3011.00,Bartenders,0.3381,0.3318,0.12606845826755136,-0.006300000000000028,0.2675,0.6401157661692769,-0.0706,35-3011
51-9011.00,Chemical Equipment Operators and Tenders,0.3378,0.3058,0.2669413261502464,-0.03199999999999997,0.2738,0.5297930298200415,-0.064,51-9011
51-2021.00,"Coil Winders, Tapers, and Finishers",0.3363,0.2645,0.6237307251037534,-0.07179999999999997,0.2611,0.6926320450446013,-0.07519999999999999,51-2021
51-9141.00,Semiconductor Processing Technicians,0.3362,0.3194,0.28119871196316193,-0.01679999999999998,0.3051,0.5268883442735571,-0.031100000000000017,51-9141
33-3011.00,Bailiffs,0.3357,0.3357,0.0,0.0,0.2196,0.6199740762712003,-0.11610000000000001,33-3011
31-9091.00,Dental Assistants,0.3356,0.3284,0.14503197452505337,-0.007199999999999984,0.2917,0.5146714022525315,-0.043899999999999995,31-9091
51-8013.00,Power Plant Operators,0.3342,0.2994,0.21122050361683098,-0.0348,0.2302,0.5926041005925241,-0.10400000000000001,51-8013
29-2043.00,Paramedics,0.3333,0.3256,0.07692307692307693,-0.007699999999999985,0.3256,0.07692307692307693,-0.007699999999999985,29-2043
39-5011.00,Barbers,0.3332,0.2352,0.48609292931576903,-0.098,0.2267,0.6567064301643997,-0.10649999999999998,39-5011
31-9099.02,Endoscopy Technicians,0.3328,0.3018,0.3313228163686048,-0.030999999999999972,0.2886,0.5062280397391598,-0.04419999999999996,31-9099
53-7065.00,Stockers and Order Fillers,0.3324,0.3176,0.23380040045638126,-0.01479999999999998,0.3013,0.47855277391668194,-0.03109999999999996,53-7065
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",0.3312,0.2911,0.10290237030760688,-0.04009999999999997,0.282,0.2848514726899086,-0.04920000000000002,43-9051
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",0.3305,0.2575,0.24450640575928434,-0.07300000000000001,0.1868,0.710981711714944,-0.14370000000000002,51-4023
51-3092.00,Food Batchmakers,0.3294,0.3082,0.1911284804677314,-0.021200000000000052,0.2489,0.552757233759,-0.08050000000000002,51-3092
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",0.3278,0.2001,0.6209125262023956,-0.12769999999999998,0.1802,0.7223139745328769,-0.14759999999999998,39-5012
31-1133.00,Psychiatric Aides,0.3275,0.3161,0.11622012967663463,-0.011400000000000021,0.3045,0.21003227725435766,-0.02300000000000002,31-1133
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",0.3271,0.2439,0.14919695580678485,-0.0832,0.2233,0.3351573430300668,-0.1038,43-5053
47-5013.00,"Service Unit Operators, Oil and Gas",0.3253,0.2281,0.46199681028469075,-0.09719999999999998,0.2212,0.560661537685869,-0.10409999999999997,47-5013
51-7032.00,"Patternmakers, Wood",0.3233,0.3061,0.28521478690042545,-0.017199999999999993,0.2978,0.4510773264338282,-0.025499999999999967,51-7032
47-2111.00,Electricians,0.3229,0.2505,0.3969955171021449,-0.07240000000000002,0.2391,0.6239251707512344,-0.08380000000000001,47-2111
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",0.3195,0.3002,0.17607980958722072,-0.019299999999999984,0.2774,0.43235951201653294,-0.042100000000000026,51-3091
51-8013.03,Biomass Plant Technicians,0.3183,0.2268,0.4949524331861341,-0.09150000000000003,0.2186,0.5666479875583561,-0.09970000000000004,51-8013
49-9031.00,Home Appliance Repairers,0.3178,0.1468,0.4885648144169243,-0.171,0.1284,0.6616650508396753,-0.18940000000000004,49-9031
29-2092.00,Hearing Aid Specialists,0.3176,0.3063,0.11268930530993462,-0.011299999999999977,0.2749,0.3208596531524967,-0.042700000000000016,29-2092
53-6021.00,Parking Attendants,0.3165,0.3099,0.1320272290166103,-0.006599999999999995,0.2945,0.2521173900512836,-0.02200000000000002,53-6021
49-2091.00,Avionics Technicians,0.3158,0.1569,0.5982405811353855,-0.1589,0.1499,0.738350431670428,-0.16590000000000002,49-2091
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",0.3149,0.2963,0.19877563172266985,-0.018600000000000005,0.2864,0.3961260182131882,-0.028500000000000025,39-3093
33-2011.00,Firefighters,0.3146,0.2787,0.1847190160110472,-0.03589999999999999,0.2685,0.4232291781646195,-0.046099999999999974,33-2011
35-3023.01,Baristas,0.3083,0.2963,0.16768096951685407,-0.01200000000000001,0.254,0.6350547613975948,-0.054300000000000015,35-3023
31-1131.00,Nursing Assistants,0.3078,0.2814,0.28075626045054153,-0.026400000000000035,0.2693,0.47252235989742464,-0.038500000000000034,31-1131
53-7081.00,Refuse and Recyclable Material Collectors,0.3078,0.2775,0.28989407871357303,-0.030299999999999994,0.2705,0.4993586102862824,-0.0373,53-7081
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,0.3063,0.2886,0.16572300427978479,-0.017699999999999994,0.2691,0.4935909919345013,-0.03720000000000001,51-6061
39-5094.00,Skincare Specialists,0.3063,0.2398,0.3569920425223925,-0.0665,0.2278,0.5970452795183805,-0.07850000000000001,39-5094
51-3011.00,Bakers,0.3053,0.2953,0.20091261226563878,-0.010000000000000009,0.2318,0.5881926164698038,-0.07350000000000001,51-3011
27-2011.00,Actors,0.3052,0.2629,0.0962747440478509,-0.042300000000000004,0.2355,0.1746993284815014,-0.06970000000000004,27-2011
51-2022.00,Electrical and Electronic Equipment Assemblers,0.3033,0.2707,0.37334310379570734,-0.03260000000000002,0.2537,0.5510473055556078,-0.04960000000000003,51-2022
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",0.3022,0.273,0.290667703923798,-0.029200000000000004,0.2415,0.5891233702877868,-0.06070000000000003,51-4191
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",0.3019,0.2741,0.16873942055322227,-0.02779999999999999,0.2606,0.3173069519093055,-0.0413,43-5111
53-1041.00,Aircraft Cargo Handling Supervisors,0.3016,0.2689,0.16341505632949785,-0.03270000000000001,0.2594,0.3541347266525918,-0.04219999999999996,53-1041
53-7121.00,"Tank Car, Truck, and Ship Loaders",0.3003,0.202,0.43065392251005336,-0.0983,0.1541,0.6659886642358805,-0.14620000000000002,53-7121
29-2053.00,Psychiatric Technicians,0.2995,0.2893,0.0678553159557839,-0.010199999999999987,0.2587,0.19301695209081515,-0.0408,29-2053
39-2011.00,Animal Trainers,0.2986,0.2916,0.1113853812743304,-0.006999999999999951,0.276,0.4227583743557116,-0.022599999999999953,39-2011
31-2022.00,Physical Therapist Aides,0.2977,0.2765,0.2543753855615335,-0.021199999999999997,0.2663,0.43195476434780306,-0.03140000000000004,31-2022
51-8031.00,Water and Wastewater Treatment Plant and System Operators,0.2963,0.2283,0.47747925447181255,-0.068,0.1805,0.7490804165785473,-0.11580000000000001,51-8031
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",0.295,0.2601,0.22080587975660987,-0.03489999999999999,0.2432,0.3506235063366313,-0.051799999999999985,53-4022
39-2021.00,Animal Caretakers,0.2948,0.2599,0.28255584214929574,-0.03489999999999999,0.2554,0.37307563527396354,-0.03939999999999999,39-2021
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",0.2947,0.2245,0.5279151047898384,-0.07020000000000001,0.2162,0.6237207133006959,-0.07850000000000001,49-9021
49-9061.00,Camera and Photographic Equipment Repairers,0.2946,0.2295,0.5137407214797298,-0.06509999999999996,0.2159,0.6246686339471433,-0.07869999999999996,49-9061
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",0.2937,0.2462,0.416992486818063,-0.047500000000000014,0.2348,0.64560394180615,-0.05890000000000001,51-6062
29-1021.00,"Dentists, General",0.2932,0.2706,0.1864788826623597,-0.02260000000000001,0.2451,0.3011850188210105,-0.048100000000000004,29-1021
47-2132.00,"Insulation Workers, Mechanical",0.2917,0.2653,0.33779049646097353,-0.026400000000000035,0.2489,0.6665428100366073,-0.042800000000000005,47-2132
47-4021.00,Elevator and Escalator Installers and Repairers,0.2914,0.2382,0.45243511784514234,-0.0532,0.2308,0.5993377675733316,-0.06059999999999999,47-4021
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",0.2913,0.2627,0.30352464944618035,-0.028600000000000014,0.2318,0.6407140559578562,-0.0595,51-4122
29-2099.05,Ophthalmic Medical Technologists,0.2912,0.2894,0.03708210962371575,-0.0018000000000000238,0.2473,0.19796813371825395,-0.04390000000000002,29-2099
53-5022.00,Motorboat Operators,0.2899,0.2748,0.13454460374468327,-0.015100000000000002,0.2406,0.41458985383088914,-0.04929999999999998,53-5022
51-9191.00,Adhesive Bonding Machine Operators and Tenders,0.2896,0.2679,0.2523967999038138,-0.021699999999999997,0.2466,0.5101654126282317,-0.04300000000000001,51-9191
35-3041.00,"Food Servers, Nonrestaurant",0.2891,0.2773,0.23681449789816245,-0.011800000000000033,0.2622,0.5390574435144762,-0.026900000000000035,35-3041
51-6092.00,Fabric and Apparel Patternmakers,0.289,0.2438,0.29615171265273377,-0.04519999999999999,0.2082,0.5672876623220474,-0.08079999999999998,51-6092
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",0.2887,0.2671,0.3203926829806818,-0.021600000000000008,0.2431,0.49861537139636675,-0.0456,51-9021
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,0.2881,0.2642,0.22890676557667566,-0.023900000000000032,0.256,0.3509449520718473,-0.03210000000000002,31-9096
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",0.2849,0.2471,0.4989853363786802,-0.0378,0.225,0.6736869653631241,-0.05989999999999998,49-2093
29-2011.04,Histotechnologists,0.2833,0.2511,0.21666491106901647,-0.032200000000000006,0.2142,0.5702825985066783,-0.0691,29-2011
49-3011.00,Aircraft Mechanics and Service Technicians,0.2833,0.2043,0.39782292170855926,-0.07899999999999999,0.1925,0.5546655338568877,-0.09079999999999999,49-3011
31-1121.00,Home Health Aides,0.2832,0.2647,0.1402872089674136,-0.018500000000000016,0.2589,0.25535684836067635,-0.02429999999999999,31-1121
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.2821,0.1945,0.3121400353466305,-0.08760000000000001,0.1556,0.632513562099384,-0.12650000000000003,51-4081
39-4012.00,Crematory Operators,0.2819,0.2625,0.25,-0.019399999999999973,0.2417,0.5833333333333334,-0.040199999999999986,39-4012
35-3023.00,Fast Food and Counter Workers,0.2819,0.2736,0.16585906538514675,-0.008299999999999974,0.2347,0.6941062107344408,-0.04719999999999999,35-3023
53-6031.00,Automotive and Watercraft Service Attendants,0.2799,0.2445,0.31865906231442337,-0.03539999999999999,0.2382,0.3501475052760452,-0.04169999999999999,53-6031
51-8013.04,Hydroelectric Plant Technicians,0.2799,0.2138,0.4600404457400559,-0.06609999999999999,0.1964,0.6476142166595482,-0.08349999999999999,51-8013
53-7011.00,Conveyor Operators and Tenders,0.2796,0.2296,0.36637010928094166,-0.05000000000000002,0.199,0.6492137918056085,-0.0806,53-7011
39-6011.00,Baggage Porters and Bellhops,0.2796,0.2692,0.20817053343063144,-0.01040000000000002,0.2408,0.5476455102138718,-0.03880000000000003,39-6011
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",0.2791,0.2208,0.2773437711795509,-0.05830000000000002,0.1858,0.7220052626486331,-0.09330000000000002,51-4035
49-9064.00,Watch and Clock Repairers,0.2777,0.2151,0.214256231620867,-0.06259999999999999,0.1845,0.5417590088838068,-0.0932,49-9064
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",0.277,0.1963,0.3491061130614172,-0.08070000000000002,0.1816,0.6433863982107065,-0.09540000000000001,51-6063
47-5023.00,"Earth Drillers, Except Oil and Gas",0.2757,0.174,0.5646526200526824,-0.10170000000000001,0.1576,0.7597099493934141,-0.11810000000000001,47-5023
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",0.2751,0.2195,0.3257816857051798,-0.05560000000000001,0.2147,0.45457164920484583,-0.06040000000000001,53-4013
53-7021.00,Crane and Tower Operators,0.2746,0.1698,0.5866058765554764,-0.1048,0.1644,0.6400885138718304,-0.11020000000000002,53-7021
29-2057.00,Ophthalmic Medical Technicians,0.2745,0.2568,0.11359900694188964,-0.01770000000000005,0.2164,0.21891994859558456,-0.05810000000000001,29-2057
39-4021.00,Funeral Attendants,0.2735,0.2139,0.2738966906877248,-0.059600000000000014,0.1775,0.6018249389748959,-0.09600000000000003,39-4021
27-4015.00,Lighting Technicians,0.2734,0.1906,0.3125,-0.08279999999999998,0.1687,0.625,-0.10469999999999999,27-4015
49-9043.00,"Maintenance Workers, Machinery",0.2726,0.064,0.8368381845071127,-0.2086,0.0615,0.8856752507371779,-0.2111,49-9043
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",0.2722,0.2478,0.32671257516448343,-0.024400000000000005,0.2247,0.5910264984889724,-0.04749999999999999,45-2092
51-4111.00,Tool and Die Makers,0.2699,0.2478,0.33946251093241525,-0.02209999999999998,0.2415,0.46508076039039997,-0.02839999999999998,51-4111
45-2021.00,Animal Breeders,0.2694,0.186,0.35094314167963153,-0.08339999999999997,0.1717,0.49733249062205753,-0.09769999999999998,45-2021
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,0.2681,0.1929,0.4242190138650948,-0.07520000000000002,0.1864,0.5174088234960426,-0.0817,47-4071
51-9071.00,Jewelers and Precious Stone and Metal Workers,0.2671,0.2371,0.27534194674375534,-0.03,0.2186,0.6173888985767518,-0.048500000000000015,51-9071
51-3093.00,Food Cooking Machine Operators and Tenders,0.2663,0.2396,0.2969633575373342,-0.026699999999999974,0.1407,0.7983969723436188,-0.1256,51-3093
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",0.2661,0.2322,0.28300146637300716,-0.03390000000000001,0.1939,0.6521504641188499,-0.07220000000000001,51-9041
51-4062.00,"Patternmakers, Metal and Plastic",0.2624,0.2414,0.42034326640768976,-0.02100000000000002,0.2357,0.5346762233382888,-0.02670000000000003,51-4062
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",0.2616,0.2122,0.3712537595123066,-0.0494,0.1868,0.7144127628780117,-0.0748,47-5032
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",0.2612,0.2286,0.22884546562429423,-0.03259999999999999,0.1838,0.555984561269019,-0.0774,51-9012
49-9071.00,"Maintenance and Repair Workers, General",0.2586,0.0677,0.7154759643864321,-0.19090000000000001,0.0611,0.8415870137678438,-0.1975,49-9071
29-2056.00,Veterinary Technologists and Technicians,0.2569,0.243,0.1920573200049031,-0.013900000000000023,0.2269,0.36510764933820644,-0.030000000000000027,29-2056
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",0.2568,0.2291,0.31405606945696973,-0.027699999999999975,0.1654,0.7174372014859274,-0.09139999999999998,51-6091
47-2152.00,"Plumbers, Pipefitters, and Steamfitters",0.2561,0.1992,0.49470631444293967,-0.056900000000000006,0.1902,0.6092695162592888,-0.06589999999999999,47-2152
51-9193.00,Cooling and Freezing Equipment Operators and Tenders,0.2555,0.1444,0.5079885424880071,-0.1111,0.0769,0.9145319906941015,-0.1786,51-9193
51-3021.00,Butchers and Meat Cutters,0.2554,0.2494,0.12086688385515952,-0.006000000000000005,0.2164,0.6188468641306649,-0.03900000000000001,51-3021
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.254,0.2316,0.33206291860398546,-0.022400000000000003,0.1906,0.6074562053114262,-0.06340000000000001,51-4034
47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining",0.2526,0.2289,0.2663138548914443,-0.0237,0.2109,0.5455303279324347,-0.04169999999999999,47-5022
27-2042.00,Musicians and Singers,0.2507,0.2507,0.0,0.0,0.2507,0.12910203764521064,0.0,27-2042
31-9097.00,Phlebotomists,0.2486,0.2433,0.1074079861474408,-0.005299999999999999,0.2032,0.5670506635761514,-0.045399999999999996,31-9097
47-2073.00,Operating Engineers and Other Construction Equipment Operators,0.2485,0.2123,0.40515296005399687,-0.03620000000000001,0.1828,0.6911944111932226,-0.06570000000000001,47-2073
51-4051.00,Metal-Refining Furnace Operators and Tenders,0.2467,0.2156,0.18393296448238416,-0.03109999999999999,0.1292,0.727619730880099,-0.1175,51-4051
45-4011.00,Forest and Conservation Workers,0.2461,0.2217,0.14035248935883846,-0.024400000000000005,0.1828,0.6339041352681679,-0.06330000000000002,45-4011
49-9081.00,Wind Turbine Service Technicians,0.2453,0.1766,0.334590039850792,-0.06869999999999998,0.1746,0.37466560476039035,-0.07069999999999999,49-9081
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",0.2452,0.2145,0.40071769481258973,-0.030700000000000005,0.1715,0.6843221019667429,-0.07369999999999999,51-9023
51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",0.245,0.218,0.33603285178645653,-0.026999999999999996,0.1667,0.7034320351365406,-0.07830000000000001,51-9192
47-2211.00,Sheet Metal Workers,0.2441,0.2299,0.28413074404509886,-0.014200000000000018,0.2098,0.5925495213713142,-0.034300000000000025,47-2211
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",0.2441,0.2232,0.2826502880066925,-0.020900000000000002,0.1639,0.7337486973774243,-0.08020000000000002,51-4022
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",0.2439,0.216,0.42789363558235377,-0.027900000000000008,0.2041,0.6673460217179411,-0.0398,49-2096
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",0.2436,0.194,0.25791907225252136,-0.049600000000000005,0.1731,0.6758093741782044,-0.07050000000000001,51-6064
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,0.2431,0.2171,0.36660665403788284,-0.026000000000000023,0.1976,0.580659665542488,-0.04550000000000001,49-3053
49-3041.00,Farm Equipment Mechanics and Service Technicians,0.2422,0.1758,0.7163142192968278,-0.06639999999999999,0.1664,0.7788799197417325,-0.0758,49-3041
51-5113.00,Print Binding and Finishing Workers,0.2419,0.1863,0.4125392752321934,-0.05560000000000001,0.1622,0.7539719043875931,-0.0797,51-5113
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",0.2412,0.2083,0.24154360525001595,-0.032899999999999985,0.1784,0.6888947951661437,-0.0628,51-9195
49-9097.00,Signal and Track Switch Repairers,0.2412,0.1595,0.4920344963310921,-0.0817,0.1379,0.5782959509737973,-0.1033,49-9097
29-1071.01,Anesthesiologist Assistants,0.2396,0.2396,0.0,0.0,0.2268,0.10238352792302602,-0.012800000000000006,29-1071
45-4022.00,Logging Equipment Operators,0.2388,0.1829,0.582892527527363,-0.055900000000000005,0.1829,0.582892527527363,-0.055900000000000005,45-4022
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",0.2388,0.1755,0.6270781050371126,-0.06330000000000002,0.1734,0.6681112075200378,-0.06540000000000001,49-3042
53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",0.2386,0.224,0.2912918392601418,-0.014600000000000002,0.2132,0.5076007538904352,-0.025400000000000006,53-7062
51-4192.00,"Layout Workers, Metal and Plastic",0.2383,0.2303,0.16080668048228589,-0.008000000000000007,0.1754,0.7213145838296048,-0.06290000000000001,51-4192
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",0.231,0.1867,0.46408368093111685,-0.044300000000000006,0.1754,0.6274201486286427,-0.05560000000000001,49-2092
27-2031.00,Dancers,0.2306,0.1795,0.15688233579850405,-0.051100000000000007,0.1762,0.39277062352381237,-0.054400000000000004,27-2031
51-9194.00,Etchers and Engravers,0.2304,0.137,0.2536352476029045,-0.09339999999999998,0.1033,0.7365254379868487,-0.1271,51-9194
