O*NET-SOC Code,Title,original,text,text_weight_share,text_delta,combined,combined_weight_share,combined_delta,soc6
25-4022.00,Librarians and Media Collections Specialists,0.5636,0.5534,0.055406024513120836,-0.010199999999999987,0.5534,0.055406024513120836,-0.010199999999999987,25-4022
43-5051.00,Postal Service Clerks,0.5631,0.5589,0.08397773029291568,-0.0042000000000000925,0.5563,0.13634873577404266,-0.006800000000000028,43-5051
33-3031.00,Fish and Game Wardens,0.5631,0.5631,0.0,0.0,0.5299,0.12203993625153095,-0.03320000000000001,33-3031
29-1129.01,Art Therapists,0.5602,0.5383,0.03988724991292613,-0.02190000000000003,0.5173,0.11130102051262988,-0.04290000000000005,29-1129
29-1141.04,Clinical Nurse Specialists,0.5593,0.5593,0.0,0.0,0.5593,0.0,0.0,29-1141
19-3033.00,Clinical and Counseling Psychologists,0.5593,0.5593,0.0,0.0,0.5593,0.0,0.0,19-3033
29-2051.00,Dietetic Technicians,0.5592,0.5592,0.0,0.0,0.5592,0.0,0.0,29-2051
43-5071.00,"Shipping, Receiving, and Inventory Clerks",0.5591,0.5546,0.09130047639817383,-0.0045000000000000595,0.5121,0.2773218074981698,-0.04700000000000004,43-5071
21-1015.00,Rehabilitation Counselors,0.5591,0.5591,0.0,0.0,0.5591,0.0,0.0,21-1015
21-2011.00,Clergy,0.5582,0.5582,0.0,0.0,0.5582,0.0,0.0,21-2011
35-1011.00,Chefs and Head Cooks,0.5573,0.5573,0.0,0.0,0.5549,0.04674098255085898,-0.0024000000000000687,35-1011
53-6051.00,Transportation Inspectors,0.555,0.555,0.0,0.0,0.555,0.0,0.0,53-6051
43-2011.00,"Switchboard Operators, Including Answering Service",0.554,0.5211,0.0821881994287296,-0.03290000000000004,0.4428,0.31090677460162003,-0.11120000000000002,43-2011
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,0.5535,0.5535,0.0,0.0,0.4165,0.2610104750062122,-0.137,33-9031
29-1123.00,Physical Therapists,0.5532,0.4914,0.15317219841809757,-0.06180000000000002,0.4743,0.2300559416966523,-0.07890000000000003,29-1123
33-3051.04,Customs and Border Protection Officers,0.5529,0.5529,0.0,0.0,0.5048,0.21676452014555164,-0.04809999999999992,33-3051
33-1012.00,First-Line Supervisors of Police and Detectives,0.5516,0.5516,0.0,0.0,0.5439,0.05094516936841546,-0.007699999999999929,33-1012
25-2012.00,"Kindergarten Teachers, Except Special Education",0.5507,0.5507,0.0,0.0,0.5466,0.08364028719878817,-0.0040999999999999925,25-2012
47-4011.00,Construction and Building Inspectors,0.5503,0.5503,0.0,0.0,0.5503,0.0,0.0,47-4011
39-9032.00,Recreation Workers,0.5499,0.5499,0.0,0.0,0.5296,0.12093252325027178,-0.020300000000000096,39-9032
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",0.5487,0.4396,0.2227039056608749,-0.10909999999999997,0.4396,0.2227039056608749,-0.10909999999999997,49-1011
25-2051.00,"Special Education Teachers, Preschool",0.5452,0.5452,0.0,0.0,0.541,0.08508748369901345,-0.0041999999999999815,25-2051
29-1011.00,Chiropractors,0.5449,0.4777,0.1530569900650196,-0.06720000000000004,0.4777,0.1530569900650196,-0.06720000000000004,29-1011
21-1021.00,"Child, Family, and School Social Workers",0.5427,0.5048,0.06890441723216904,-0.037899999999999934,0.5048,0.06890441723216904,-0.037899999999999934,21-1021
31-9095.00,Pharmacy Aides,0.5426,0.4488,0.1764299328288441,-0.0938,0.4385,0.36396005598771985,-0.10409999999999997,31-9095
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",0.5423,0.5423,0.0,0.0,0.5423,0.0,0.0,29-1122
31-9099.01,Speech-Language Pathology Assistants,0.5414,0.5414,0.0,0.0,0.4671,0.12060343197422313,-0.07429999999999998,31-9099
33-3041.00,Parking Enforcement Workers,0.541,0.541,0.0,0.0,0.5161,0.0973284042194955,-0.024900000000000033,33-3041
39-1013.00,First-Line Supervisors of Gambling Services Workers,0.5407,0.5031,0.0727470528455836,-0.03759999999999997,0.49,0.11003401595139893,-0.05069999999999997,39-1013
39-3012.00,Gambling and Sports Book Writers and Runners,0.5393,0.5329,0.03196795378609216,-0.006399999999999961,0.5314,0.06130921154523498,-0.007900000000000018,39-3012
33-1091.00,First-Line Supervisors of Security Workers,0.5392,0.5392,0.0,0.0,0.4667,0.27974064080899796,-0.07250000000000001,33-1091
29-1181.00,Audiologists,0.5376,0.5266,0.09910390706652535,-0.01100000000000001,0.5161,0.15128112966115292,-0.021499999999999964,29-1181
29-1215.00,Family Medicine Physicians,0.5376,0.5376,0.0,0.0,0.5376,0.0,0.0,29-1215
27-1027.00,Set and Exhibit Designers,0.5365,0.5365,0.0,0.0,0.5111,0.08167800538888143,-0.025399999999999978,27-1027
19-2031.00,Chemists,0.5356,0.5356,0.0,0.0,0.5277,0.07852861174681519,-0.007900000000000018,19-2031
27-4011.00,Audio and Video Technicians,0.5341,0.5151,0.06968375251943587,-0.019000000000000017,0.4577,0.22365500405261568,-0.07640000000000002,27-4011
43-5011.00,Cargo and Freight Agents,0.5337,0.4809,0.2604135964072688,-0.05279999999999996,0.4757,0.29511739194210823,-0.05799999999999994,43-5011
19-5012.00,Occupational Health and Safety Technicians,0.5334,0.5254,0.053572573011976383,-0.008000000000000007,0.522,0.09893322456557771,-0.011399999999999966,19-5012
29-1229.06,Sports Medicine Physicians,0.5328,0.4927,0.08994611577486679,-0.040100000000000025,0.4847,0.11979303383261382,-0.04810000000000003,29-1229
29-1141.02,Advanced Practice Psychiatric Nurses,0.5326,0.5326,0.0,0.0,0.5326,0.0,0.0,29-1141
43-2021.00,Telephone Operators,0.5325,0.4436,0.1873844706829903,-0.08889999999999998,0.3747,0.35959157495369765,-0.1578,43-2021
21-1092.00,Probation Officers and Correctional Treatment Specialists,0.5312,0.5312,0.0,0.0,0.5312,0.0,0.0,21-1092
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",0.5307,0.5108,0.02555512779426582,-0.019899999999999918,0.5084,0.07436402486766078,-0.022299999999999986,11-9013
27-4012.00,Broadcast Technicians,0.5304,0.4914,0.10983580018199456,-0.03899999999999998,0.3459,0.47725278141677957,-0.1845,27-4012
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",0.5293,0.5154,0.06890563413515133,-0.013900000000000023,0.5081,0.1808181048647156,-0.021199999999999997,37-1012
33-9099.02,Retail Loss Prevention Specialists,0.5292,0.5292,0.0,0.0,0.5216,0.05083928715094392,-0.007600000000000051,33-9099
29-1217.00,Neurologists,0.5292,0.5292,0.0,0.0,0.5292,0.0,0.0,29-1217
33-3021.00,Detectives and Criminal Investigators,0.5287,0.5287,0.0,0.0,0.5023,0.1311253251551217,-0.02639999999999998,33-3021
29-1229.01,Allergists and Immunologists,0.528,0.528,0.0,0.0,0.528,0.0,0.0,29-1229
33-2021.00,Fire Inspectors and Investigators,0.5267,0.5244,0.022274667258421792,-0.0022999999999999687,0.5244,0.022274667258421792,-0.0022999999999999687,33-2021
29-1122.00,Occupational Therapists,0.5264,0.5233,0.06249144111250148,-0.0030999999999999917,0.5005,0.12338053758109264,-0.025900000000000034,29-1122
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,0.5263,0.4808,0.07744764625295816,-0.045499999999999985,0.4776,0.1416154142992017,-0.048699999999999966,37-1011
11-3051.04,Biomass Power Plant Managers,0.5255,0.4577,0.17140447216575236,-0.06779999999999997,0.4182,0.33117159559441617,-0.10729999999999995,11-3051
29-1129.02,Music Therapists,0.5244,0.4827,0.057480622875093,-0.04169999999999996,0.4748,0.13000058988869365,-0.04959999999999998,29-1129
27-2032.00,Choreographers,0.5231,0.5231,0.0464653771833992,0.0,0.5231,0.0464653771833992,0.0,27-2032
53-2021.00,Air Traffic Controllers,0.523,0.523,0.0,0.0,0.4806,0.1794093914040002,-0.04239999999999999,53-2021
53-2012.00,Commercial Pilots,0.5198,0.4478,0.13605059952773707,-0.07200000000000006,0.4354,0.21862355816359627,-0.08440000000000003,53-2012
21-1022.00,Healthcare Social Workers,0.5193,0.5193,0.0,0.0,0.5193,0.0,0.0,21-1022
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",0.5177,0.5155,0.04412823359353047,-0.0022000000000000908,0.4908,0.16801979878816062,-0.026900000000000035,43-4081
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",0.5171,0.4695,0.09433462377764558,-0.04760000000000003,0.4416,0.21161455954644018,-0.07550000000000001,35-9031
27-2022.00,Coaches and Scouts,0.5166,0.5166,0.0,0.0,0.5166,0.0,0.0,27-2022
29-1171.00,Nurse Practitioners,0.515,0.515,0.0,0.0,0.4945,0.03841063139620854,-0.020500000000000018,29-1171
19-4021.00,Biological Technicians,0.5138,0.4962,0.21075875859458726,-0.01760000000000006,0.4819,0.354019400571108,-0.03190000000000004,19-4021
21-1013.00,Marriage and Family Therapists,0.5133,0.5133,0.0,0.0,0.5133,0.0,0.0,21-1013
33-3052.00,Transit and Railroad Police,0.5126,0.5126,0.0,0.0,0.4644,0.19544870058615177,-0.048199999999999965,33-3052
27-2023.00,"Umpires, Referees, and Other Sports Officials",0.5119,0.5119,0.0,0.0,0.5119,0.0,0.0,27-2023
53-3031.00,Driver/Sales Workers,0.5108,0.4635,0.28872806408509233,-0.04730000000000001,0.4635,0.28872806408509233,-0.04730000000000001,53-3031
19-4071.00,Forest and Conservation Technicians,0.51,0.4566,0.0781487072098086,-0.0534,0.4275,0.2805207306414119,-0.08250000000000002,19-4071
51-9161.00,Computer Numerically Controlled Tool Operators,0.5097,0.3913,0.35231760621302244,-0.11840000000000006,0.3812,0.4851030723121914,-0.12850000000000006,51-9161
11-3051.03,Biofuels Production Managers,0.5068,0.479,0.05558835352640533,-0.027800000000000047,0.4498,0.20182931362181922,-0.05700000000000005,11-3051
21-1014.00,Mental Health Counselors,0.5047,0.5047,0.0,0.0,0.5047,0.0,0.0,21-1014
33-3021.02,Police Identification and Records Officers,0.504,0.467,0.06739503602165678,-0.03699999999999998,0.467,0.06739503602165678,-0.03699999999999998,33-3021
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",0.5032,0.4304,0.1620983037157447,-0.07279999999999998,0.4205,0.22787861453254285,-0.0827,53-5021
19-4013.00,Food Science Technicians,0.5026,0.5026,0.0,0.0,0.4863,0.1623595914046747,-0.016300000000000037,19-4013
19-4042.00,"Environmental Science and Protection Technicians, Including Health",0.502,0.502,0.0,0.0,0.4589,0.264179104303714,-0.04310000000000003,19-4042
29-1125.00,Recreational Therapists,0.5017,0.5017,0.0,0.0,0.5017,0.0,0.0,29-1125
39-7011.00,Tour Guides and Escorts,0.5013,0.4615,0.07108635533812442,-0.03979999999999995,0.4573,0.15445796954370716,-0.043999999999999984,39-7011
21-1094.00,Community Health Workers,0.5005,0.4501,0.10738218283181572,-0.050399999999999945,0.4501,0.10738218283181572,-0.050399999999999945,21-1094
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,0.5004,0.5004,0.0,0.0,0.5004,0.0,0.0,21-1011
19-4031.00,Chemical Technicians,0.4952,0.4793,0.12229357717049584,-0.01589999999999997,0.4236,0.32062236730725324,-0.0716,19-4031
25-2011.00,"Preschool Teachers, Except Special Education",0.4938,0.4938,0.0,0.0,0.4872,0.13232396321648313,-0.006599999999999995,25-2011
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,0.4924,0.4087,0.34059595130015147,-0.0837,0.4087,0.34059595130015147,-0.0837,17-3024
17-3028.00,Calibration Technologists and Technicians,0.4917,0.4817,0.13333333333333333,-0.010000000000000009,0.4683,0.26666666666666666,-0.023400000000000032,17-3028
21-1023.00,Mental Health and Substance Abuse Social Workers,0.4912,0.4912,0.0,0.0,0.4912,0.0,0.0,21-1023
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",0.4912,0.4696,0.11090379361982385,-0.021600000000000008,0.4696,0.11090379361982385,-0.021600000000000008,45-1011
53-6051.01,Aviation Inspectors,0.4909,0.311,0.379430969875062,-0.1799,0.2916,0.44392214956083154,-0.19929999999999998,53-6051
27-2041.00,Music Directors and Composers,0.4894,0.4697,0.04377548741801938,-0.019699999999999995,0.462,0.06556638270353787,-0.02739999999999998,27-2041
53-2022.00,Airfield Operations Specialists,0.4887,0.4887,0.0,0.0,0.4665,0.07964703304041253,-0.022199999999999998,53-2022
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",0.4882,0.4461,0.2003026178458982,-0.042100000000000026,0.4384,0.25173953689612977,-0.04980000000000001,49-2094
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",0.4881,0.4725,0.0817445726655569,-0.015600000000000003,0.4648,0.20866831220572565,-0.023299999999999987,39-3031
29-1141.01,Acute Care Nurses,0.4881,0.4838,0.042056463036638216,-0.0042999999999999705,0.4765,0.11517191804339394,-0.0116,29-1141
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",0.4866,0.428,0.19806026847460245,-0.058599999999999985,0.4167,0.3171768816047317,-0.06989999999999996,49-2095
39-9031.00,Exercise Trainers and Group Fitness Instructors,0.4862,0.4196,0.13654420875737786,-0.06660000000000005,0.4196,0.13654420875737786,-0.06660000000000005,39-9031
25-3031.00,"Substitute Teachers, Short-Term",0.4832,0.4478,0.0643097957702947,-0.03540000000000004,0.4478,0.0643097957702947,-0.03540000000000004,25-3031
29-2011.01,Cytogenetic Technologists,0.4821,0.4534,0.06168063905871534,-0.028699999999999948,0.4233,0.34512444783119905,-0.05879999999999996,29-2011
43-4121.00,"Library Assistants, Clerical",0.4813,0.4508,0.07349202805996229,-0.030500000000000027,0.4227,0.23086770511221089,-0.058599999999999985,43-4121
53-4041.00,Subway and Streetcar Operators,0.4811,0.4482,0.21976322991706462,-0.03290000000000004,0.4324,0.3250315232835957,-0.04870000000000002,53-4041
33-9091.00,Crossing Guards and Flaggers,0.481,0.481,0.0,0.0,0.4109,0.3731699465301711,-0.0701,33-9091
17-3026.01,Nanotechnology Engineering Technologists and Technicians,0.4809,0.4611,0.12554813650743543,-0.019799999999999984,0.4355,0.3376383637224559,-0.045399999999999996,17-3026
39-3092.00,Costume Attendants,0.4809,0.4135,0.1821311064262867,-0.06740000000000002,0.4039,0.3161522426577493,-0.07700000000000001,39-3092
29-2036.00,Medical Dosimetrists,0.4807,0.4807,0.0,0.0,0.4184,0.39942894106339705,-0.06230000000000002,29-2036
43-5052.00,Postal Service Mail Carriers,0.4789,0.4789,0.0,0.0,0.4633,0.18321878191285243,-0.015600000000000003,43-5052
29-1161.00,Nurse Midwives,0.4783,0.4783,0.0,0.0,0.4783,0.0,0.0,29-1161
29-2011.00,Medical and Clinical Laboratory Technologists,0.4772,0.4553,0.20787454720651408,-0.02190000000000003,0.4023,0.40916659676194544,-0.07490000000000002,29-2011
51-8012.00,Power Distributors and Dispatchers,0.4771,0.3667,0.23803131431189445,-0.1104,0.2675,0.6099366621572117,-0.2096,51-8012
21-1093.00,Social and Human Service Assistants,0.4752,0.4738,0.0282577319374207,-0.0014000000000000123,0.4738,0.0282577319374207,-0.0014000000000000123,21-1093
29-1299.02,Orthoptists,0.4748,0.4748,0.0,0.0,0.4748,0.0,0.0,29-1299
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",0.4731,0.4641,0.05979390843625367,-0.009000000000000008,0.4607,0.12763047193879706,-0.012400000000000022,25-9042
29-1141.00,Registered Nurses,0.4728,0.4728,0.0,0.0,0.4662,0.03276139362741094,-0.006599999999999995,29-1141
29-1071.00,Physician Assistants,0.4728,0.4728,0.0,0.0,0.4728,0.0,0.0,29-1071
33-9093.00,Transportation Security Screeners,0.4725,0.4451,0.0913681052427166,-0.02739999999999998,0.3907,0.2831604256843498,-0.08179999999999998,33-9093
27-2012.05,Media Technical Directors/Managers,0.4723,0.4433,0.07249966250153637,-0.02899999999999997,0.4111,0.20338967113657172,-0.06119999999999998,27-2012
29-1214.00,Emergency Medicine Physicians,0.4712,0.4712,0.0,0.0,0.4712,0.0,0.0,29-1214
51-8011.00,Nuclear Power Reactor Operators,0.4692,0.4296,0.13899538280240575,-0.039600000000000024,0.4016,0.3115469354673993,-0.0676,51-8011
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,0.4662,0.3521,0.3961320136194906,-0.11409999999999998,0.3475,0.4423147151982749,-0.11870000000000003,17-3021
29-1299.01,Naturopathic Physicians,0.4662,0.4286,0.12419572993408609,-0.03760000000000002,0.4245,0.16558120413203917,-0.041700000000000015,29-1299
29-1241.00,"Ophthalmologists, Except Pediatric",0.4653,0.4653,0.0,0.0,0.4653,0.0,0.0,29-1241
27-4031.00,"Camera Operators, Television, Video, and Film",0.4645,0.3813,0.26952735265776456,-0.08320000000000005,0.3294,0.4878182846846175,-0.1351,27-4031
53-4011.00,Locomotive Engineers,0.4642,0.3659,0.23935670778853715,-0.0983,0.3659,0.23935670778853715,-0.0983,53-4011
39-7012.00,Travel Guides,0.4618,0.4558,0.040011372014440126,-0.006000000000000005,0.4306,0.13921552159121225,-0.031200000000000006,39-7012
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,0.4613,0.4307,0.10758917594403286,-0.03059999999999996,0.4113,0.1731843085875515,-0.04999999999999999,33-1021
53-3033.00,Light Truck Drivers,0.461,0.4455,0.16692129388794902,-0.015500000000000014,0.4296,0.27282563639355584,-0.03140000000000004,53-3033
29-1218.00,Obstetricians and Gynecologists,0.4609,0.4541,0.06808546876621699,-0.006799999999999973,0.4541,0.06808546876621699,-0.006799999999999973,29-1218
29-1242.00,"Orthopedic Surgeons, Except Pediatric",0.4606,0.3539,0.3333333333333333,-0.10670000000000002,0.3506,0.4,-0.10999999999999999,29-1242
17-3024.01,Robotics Technicians,0.4589,0.3976,0.24334871345885165,-0.061299999999999966,0.359,0.44620719418531785,-0.09989999999999999,17-3024
29-1023.00,Orthodontists,0.4587,0.4587,0.0,0.0,0.4105,0.2657593129773091,-0.04820000000000002,29-1023
17-3029.01,Non-Destructive Testing Specialists,0.4585,0.4358,0.0715352631460885,-0.022699999999999998,0.4358,0.0715352631460885,-0.022699999999999998,17-3029
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",0.4583,0.4011,0.14432820617332195,-0.05719999999999997,0.3708,0.4148617081475692,-0.08749999999999997,27-1013
33-2022.00,Forest Fire Inspectors and Prevention Specialists,0.4572,0.4369,0.0627100408375507,-0.020299999999999985,0.4255,0.18377375210378855,-0.031700000000000006,33-2022
19-5011.00,Occupational Health and Safety Specialists,0.4571,0.4571,0.0,0.0,0.4422,0.13262975229020604,-0.014900000000000024,19-5011
29-1243.00,Pediatric Surgeons,0.4565,0.337,0.3333333333333333,-0.1195,0.3343,0.3888888888888889,-0.12220000000000003,29-1243
53-2031.00,Flight Attendants,0.4558,0.4048,0.15778761566963848,-0.05099999999999999,0.4048,0.15778761566963848,-0.05099999999999999,53-2031
53-6061.00,Passenger Attendants,0.4549,0.4549,0.0,0.0,0.4412,0.09129303583951269,-0.013700000000000045,53-6061
29-1213.00,Dermatologists,0.4503,0.4503,0.0,0.0,0.4503,0.0,0.0,29-1213
29-1128.00,Exercise Physiologists,0.4489,0.1365,0.6120516902676697,-0.3124,0.121,0.6897197003428315,-0.3279,29-1128
29-1131.00,Veterinarians,0.4487,0.3969,0.08625947739608682,-0.05180000000000001,0.3906,0.14972826104732984,-0.058099999999999985,29-1131
29-1216.00,General Internal Medicine Physicians,0.4476,0.4455,0.020897249561055844,-0.0020999999999999908,0.4455,0.020897249561055844,-0.0020999999999999908,29-1216
39-9041.00,Residential Advisors,0.4462,0.4276,0.0689295190447568,-0.018600000000000005,0.4164,0.20729965113045667,-0.029799999999999993,39-9041
29-1221.00,"Pediatricians, General",0.4449,0.4431,0.017700668582831768,-0.0018000000000000238,0.4431,0.017700668582831768,-0.0018000000000000238,29-1221
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,0.443,0.4243,0.12515903062932265,-0.018699999999999994,0.4051,0.18905451342755525,-0.03789999999999999,47-1011
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",0.4423,0.425,0.11522340808518085,-0.017300000000000038,0.4075,0.2317634901713952,-0.03480000000000005,53-2011
29-1212.00,Cardiologists,0.442,0.4,0.16,-0.04199999999999998,0.384,0.24,-0.057999999999999996,29-1212
29-9091.00,Athletic Trainers,0.4412,0.4319,0.1440490150023705,-0.009299999999999975,0.4202,0.2907767698358452,-0.020999999999999963,29-9091
43-9071.00,"Office Machine Operators, Except Computer",0.4399,0.2768,0.468278180653575,-0.16310000000000002,0.2378,0.7140552790617981,-0.2021,43-9071
53-6011.00,Bridge and Lock Tenders,0.4387,0.4221,0.16905212979117498,-0.016600000000000004,0.3721,0.4783203104084641,-0.06659999999999999,53-6011
17-3029.08,Photonics Technicians,0.4376,0.4031,0.3232669857091294,-0.034499999999999975,0.3892,0.47448433686841074,-0.0484,17-3029
49-9062.00,Medical Equipment Repairers,0.4348,0.217,0.49448632228377737,-0.21780000000000002,0.2067,0.6111166061700619,-0.22810000000000002,49-9062
29-2034.00,Radiologic Technologists and Technicians,0.4347,0.3854,0.16733720031810637,-0.049299999999999955,0.3411,0.4203647264988615,-0.09359999999999996,29-2034
29-2011.02,Cytotechnologists,0.4336,0.4248,0.07512622294240162,-0.008799999999999975,0.3842,0.21614732549920468,-0.0494,29-2011
39-3011.00,Gambling Dealers,0.4314,0.4097,0.10864052902911367,-0.021699999999999997,0.4083,0.1365305617388486,-0.02310000000000001,39-3011
29-1141.03,Critical Care Nurses,0.4309,0.4309,0.0,0.0,0.4186,0.10478285721019039,-0.012299999999999978,29-1141
33-1011.00,First-Line Supervisors of Correctional Officers,0.4292,0.4206,0.08570379018199739,-0.008600000000000052,0.3918,0.23023630826208383,-0.037400000000000044,33-1011
29-1229.04,Physical Medicine and Rehabilitation Physicians,0.4287,0.3853,0.07244396870732499,-0.04340000000000005,0.3853,0.07244396870732499,-0.04340000000000005,29-1229
29-2081.00,"Opticians, Dispensing",0.4269,0.4097,0.1717181519980772,-0.017199999999999993,0.3929,0.3143301700143297,-0.033999999999999975,29-2081
25-9043.00,"Teaching Assistants, Special Education",0.4266,0.4207,0.07473581949624448,-0.005899999999999961,0.4162,0.16558428887958693,-0.010399999999999965,25-9043
45-4023.00,Log Graders and Scalers,0.4252,0.269,0.3146036135797839,-0.1562,0.2669,0.35608910176703074,-0.1583,45-4023
29-2091.00,Orthotists and Prosthetists,0.4232,0.4159,0.07245432927070482,-0.007300000000000029,0.3775,0.3674469555871458,-0.04570000000000002,29-2091
31-9092.00,Medical Assistants,0.423,0.4107,0.1632864471839299,-0.012299999999999978,0.3845,0.3040801500549709,-0.03849999999999998,31-9092
29-9099.01,Midwives,0.423,0.4045,0.05890392422023626,-0.01849999999999996,0.3853,0.16477496041611622,-0.03770000000000001,29-9099
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",0.4226,0.4204,0.04290289901749838,-0.0021999999999999797,0.3861,0.3120921817400649,-0.03649999999999998,39-4031
53-3053.00,Shuttle Drivers and Chauffeurs,0.4221,0.4002,0.16629077500414466,-0.021899999999999975,0.3858,0.2893018775018033,-0.0363,53-3053
33-3051.00,Police and Sheriff's Patrol Officers,0.421,0.4038,0.06553558681379745,-0.017199999999999993,0.3604,0.30955626585358736,-0.06059999999999999,33-3051
13-1074.00,Farm Labor Contractors,0.42,0.3772,0.08568671865427442,-0.042800000000000005,0.3772,0.08568671865427442,-0.042800000000000005,13-1074
33-9011.00,Animal Control Workers,0.4173,0.4141,0.0635281114309028,-0.0031999999999999806,0.4074,0.13021748438824166,-0.00990000000000002,33-9011
29-1211.00,Anesthesiologists,0.4171,0.3745,0.16010410501795197,-0.04260000000000003,0.3745,0.16010410501795197,-0.04260000000000003,29-1211
51-9151.00,Photographic Process Workers and Processing Machine Operators,0.4156,0.279,0.2099571194577112,-0.1366,0.2338,0.5883943275073898,-0.18180000000000002,51-9151
27-4021.00,Photographers,0.414,0.396,0.10256890970028767,-0.01799999999999996,0.3461,0.4756674550139966,-0.06789999999999996,27-4021
27-1012.00,Craft Artists,0.4117,0.4011,0.21191964332157226,-0.010599999999999998,0.3919,0.39648885450006005,-0.019799999999999984,27-1012
29-2032.00,Diagnostic Medical Sonographers,0.4114,0.3932,0.12678014997172377,-0.018199999999999994,0.3152,0.433935944944215,-0.09620000000000001,29-2032
25-4013.00,Museum Technicians and Conservators,0.41,0.3451,0.2825629515062215,-0.06489999999999996,0.3194,0.4652176767672804,-0.09059999999999996,25-4013
51-5111.00,Prepress Technicians and Workers,0.4087,0.3584,0.22304386713557472,-0.05030000000000001,0.3234,0.4559661244574224,-0.08529999999999999,51-5111
31-2011.00,Occupational Therapy Assistants,0.4083,0.3985,0.135410582344624,-0.009799999999999975,0.3985,0.135410582344624,-0.009799999999999975,31-2011
47-2231.00,Solar Photovoltaic Installers,0.4077,0.3937,0.23874504827770443,-0.014000000000000012,0.3876,0.3616582471356777,-0.020100000000000007,47-2231
51-9071.06,Gem and Diamond Workers,0.4046,0.3714,0.1768654883122323,-0.03320000000000001,0.3691,0.22347355852555695,-0.03550000000000003,51-9071
49-9041.00,Industrial Machinery Mechanics,0.4031,0.2209,0.5890581435644683,-0.1822,0.2173,0.6605874805789087,-0.18580000000000002,49-9041
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",0.4021,0.3386,0.3023333910007034,-0.0635,0.3277,0.45590472485432343,-0.07440000000000002,49-2022
51-8092.00,Gas Plant Operators,0.4016,0.3945,0.06786723778609663,-0.007099999999999995,0.3304,0.4026691567652089,-0.07119999999999999,51-8092
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",0.4006,0.3012,0.2957473026599431,-0.09939999999999999,0.286,0.5221790892458404,-0.11460000000000004,49-2011
29-2031.00,Cardiovascular Technologists and Technicians,0.4002,0.3881,0.11861528678726156,-0.0121,0.3585,0.2806054637128585,-0.041700000000000015,29-2031
33-3012.00,Correctional Officers and Jailers,0.3996,0.3947,0.03229483623409036,-0.0049000000000000155,0.3624,0.2529432369113036,-0.03720000000000001,33-3012
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,0.3984,0.2871,0.29927857805531277,-0.11129999999999995,0.2657,0.5014988653450198,-0.13269999999999998,53-3032
53-3052.00,"Bus Drivers, Transit and Intercity",0.3976,0.3417,0.20650697429882597,-0.055900000000000005,0.3248,0.36595530473933874,-0.07280000000000003,53-3052
33-9094.00,School Bus Monitors,0.3972,0.3861,0.1111111111111111,-0.011099999999999999,0.3778,0.16666666666666666,-0.019399999999999973,33-9094
53-3054.00,Taxi Drivers,0.3969,0.3844,0.125,-0.012499999999999956,0.3625,0.3125,-0.034399999999999986,53-3054
39-6012.00,Concierges,0.3959,0.3731,0.1513664103419885,-0.022799999999999987,0.3704,0.20548178686267188,-0.025499999999999967,39-6012
37-2021.00,Pest Control Workers,0.3954,0.3748,0.2524230323071412,-0.02059999999999995,0.351,0.4404005234842149,-0.044399999999999995,37-2021
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",0.3944,0.3881,0.042306319698622766,-0.006299999999999972,0.3881,0.059812250026742265,-0.006299999999999972,33-9092
19-4051.00,Nuclear Technicians,0.3944,0.3263,0.20101995595054137,-0.0681,0.321,0.2865005639283174,-0.07339999999999997,19-4051
53-3051.00,"Bus Drivers, School",0.3943,0.371,0.19419415674396043,-0.023299999999999987,0.3418,0.388864319856147,-0.05249999999999999,53-3051
27-1026.00,Merchandise Displayers and Window Trimmers,0.3919,0.3483,0.2568693887516629,-0.04360000000000003,0.3042,0.4984369089346095,-0.0877,27-1026
