O*NET-SOC Code,Title,exposure,n_tasks,share_high,share_low,wshare_ANLY,wshare_CARE,wshare_CRTV,wshare_INFO,wshare_MACH,wshare_MGMT,wshare_PHYS,wshare_SOCL,wshare_TECH,exposure_pctile
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",0.5487,22,0.4131,0.1434,0.0474,0.0,0.0287,0.2267,0.0,0.2375,0.2506,0.1817,0.0273,0.535
25-2051.00,"Special Education Teachers, Preschool",0.5452,36,0.4016,0.2368,0.0,0.0689,0.2825,0.1521,0.0,0.0218,0.1046,0.37,0.0,0.534
29-1011.00,Chiropractors,0.5449,11,0.3721,0.1967,0.0946,0.6279,0.0,0.2775,0.0,0.0,0.0,0.0,0.0,0.533
21-1021.00,"Child, Family, and School Social Workers",0.5427,21,0.1473,0.032,0.0623,0.1379,0.0,0.1458,0.0,0.0238,0.0,0.6302,0.0,0.532
31-9095.00,Pharmacy Aides,0.5426,14,0.537,0.2664,0.0,0.0934,0.0,0.4352,0.0,0.0,0.2664,0.2051,0.0,0.531
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",0.5423,21,0.1695,0.0485,0.0289,0.2449,0.0,0.1406,0.0,0.0,0.0485,0.5371,0.0,0.53
31-9099.01,Speech-Language Pathology Assistants,0.5414,11,0.3475,0.3321,0.0,0.4406,0.0,0.4407,0.04,0.0,0.0,0.0788,0.0,0.529
33-3041.00,Parking Enforcement Workers,0.541,22,0.2023,0.1451,0.0,0.0,0.0,0.265,0.0,0.0181,0.3228,0.3941,0.0,0.528
39-1013.00,First-Line Supervisors of Gambling Services Workers,0.5407,30,0.3646,0.2321,0.0,0.0,0.0,0.3425,0.0,0.2566,0.1122,0.2887,0.0,0.527
39-3012.00,Gambling and Sports Book Writers and Runners,0.5393,18,0.5043,0.4481,0.1036,0.0,0.0,0.3113,0.0,0.0232,0.0878,0.474,0.0,0.525
33-1091.00,First-Line Supervisors of Security Workers,0.5392,21,0.2868,0.2386,0.0565,0.0,0.0,0.2914,0.1325,0.1564,0.2035,0.1596,0.0,0.524
29-1181.00,Audiologists,0.5376,22,0.2753,0.1513,0.0532,0.2771,0.0383,0.1412,0.0,0.0854,0.0895,0.2755,0.0398,0.523
29-1215.00,Family Medicine Physicians,0.5376,12,0.243,0.0,0.1011,0.4881,0.057,0.1418,0.0,0.072,0.0,0.1399,0.0,0.522
27-1027.00,Set and Exhibit Designers,0.5365,27,0.2923,0.2116,0.1512,0.0,0.2179,0.1021,0.0,0.1648,0.1286,0.2354,0.0,0.521
19-2031.00,Chemists,0.5356,12,0.5139,0.2559,0.2407,0.0,0.0,0.0832,0.0,0.1471,0.2559,0.1784,0.0948,0.52
27-4011.00,Audio and Video Technicians,0.5341,29,0.3401,0.2034,0.0291,0.0,0.1559,0.1454,0.1561,0.1036,0.2295,0.1803,0.0,0.519
43-5011.00,Cargo and Freight Agents,0.5337,24,0.3888,0.2792,0.164,0.0,0.0,0.2196,0.0347,0.1801,0.245,0.1127,0.0439,0.518
19-5012.00,Occupational Health and Safety Technicians,0.5334,26,0.435,0.3286,0.1965,0.1544,0.0656,0.2178,0.0,0.0282,0.2973,0.0403,0.0,0.517
29-1229.06,Sports Medicine Physicians,0.5328,27,0.1907,0.1173,0.0779,0.7072,0.035,0.1104,0.0,0.0,0.0298,0.0396,0.0,0.516
29-1141.02,Advanced Practice Psychiatric Nurses,0.5326,24,0.2286,0.1459,0.1432,0.5924,0.0324,0.0998,0.0,0.0,0.0258,0.0695,0.037,0.515
43-2021.00,Telephone Operators,0.5325,14,0.3144,0.1667,0.0783,0.1667,0.0,0.2328,0.3596,0.0,0.0,0.081,0.0816,0.514
21-1092.00,Probation Officers and Correctional Treatment Specialists,0.5312,21,0.2306,0.2223,0.0,0.1105,0.036,0.2105,0.0,0.0,0.0438,0.5992,0.0,0.512
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",0.5307,30,0.3474,0.1792,0.1241,0.0256,0.0256,0.1847,0.0,0.3831,0.1505,0.0679,0.0386,0.511
27-4012.00,Broadcast Technicians,0.5304,27,0.2458,0.0392,0.0282,0.0,0.0729,0.1448,0.5804,0.0689,0.0639,0.0411,0.0,0.51
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",0.5293,28,0.4094,0.2676,0.0977,0.0,0.0755,0.2134,0.0,0.1502,0.2676,0.1956,0.0,0.509
33-9099.02,Retail Loss Prevention Specialists,0.5292,21,0.2878,0.2753,0.1554,0.041,0.0,0.187,0.0,0.1257,0.2046,0.2863,0.0,0.508
29-1217.00,Neurologists,0.5292,24,0.2042,0.1634,0.1868,0.5423,0.0,0.1598,0.0,0.0302,0.0,0.0809,0.0,0.507
33-3021.00,Detectives and Criminal Investigators,0.5287,30,0.1786,0.1878,0.0671,0.0316,0.0,0.4546,0.0,0.0649,0.187,0.1948,0.0,0.506
29-1229.01,Allergists and Immunologists,0.528,16,0.2352,0.2696,0.0703,0.7377,0.0,0.1649,0.0,0.0,0.0,0.0271,0.0,0.505
33-2021.00,Fire Inspectors and Investigators,0.5267,30,0.2969,0.2708,0.1153,0.0,0.0553,0.2737,0.0,0.0542,0.2681,0.2334,0.0,0.504
29-1122.00,Occupational Therapists,0.5264,17,0.1169,0.1484,0.0695,0.4122,0.1847,0.1169,0.0,0.057,0.0625,0.0972,0.0,0.503
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,0.5263,26,0.344,0.2402,0.1393,0.0,0.0414,0.1971,0.0,0.1726,0.2402,0.2093,0.0,0.502
11-3051.04,Biomass Power Plant Managers,0.5255,19,0.2722,0.2229,0.1891,0.0,0.0,0.2052,0.2011,0.1891,0.1576,0.0578,0.0,0.501
29-1129.02,Music Therapists,0.5244,30,0.242,0.2161,0.0587,0.5805,0.0688,0.1595,0.0,0.0298,0.0327,0.0701,0.0,0.499
27-2032.00,Choreographers,0.5231,18,0.1737,0.0465,0.0,0.0,0.3798,0.1129,0.0,0.2629,0.0465,0.198,0.0,0.498
53-2021.00,Air Traffic Controllers,0.523,23,0.2049,0.1904,0.057,0.0517,0.0,0.2157,0.0366,0.1803,0.089,0.3699,0.0,0.497
53-2012.00,Commercial Pilots,0.5198,24,0.2737,0.2178,0.1039,0.0302,0.0,0.2019,0.1858,0.2188,0.0916,0.1678,0.0,0.496
21-1022.00,Healthcare Social Workers,0.5193,17,0.0715,0.1978,0.0,0.4106,0.0433,0.1155,0.0,0.0491,0.0,0.3815,0.0,0.495
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",0.5177,20,0.3763,0.3702,0.0564,0.0,0.0,0.2646,0.0529,0.0317,0.2096,0.3848,0.0,0.494
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",0.5171,20,0.2202,0.3183,0.0,0.0,0.0173,0.1922,0.0,0.1033,0.1765,0.5107,0.0,0.493
27-2022.00,Coaches and Scouts,0.5166,27,0.1173,0.0,0.0245,0.0,0.0,0.0775,0.0,0.4523,0.0,0.4457,0.0,0.492
29-1171.00,Nurse Practitioners,0.515,27,0.2239,0.221,0.0786,0.6355,0.0,0.1837,0.0,0.0319,0.0,0.0703,0.0,0.491
19-4021.00,Biological Technicians,0.5138,17,0.5243,0.354,0.1018,0.0241,0.0,0.3988,0.0,0.0,0.3299,0.06,0.0854,0.49
21-1013.00,Marriage and Family Therapists,0.5133,15,0.09,0.1796,0.0351,0.2853,0.0,0.1731,0.0,0.0283,0.0,0.4781,0.0,0.489
33-3052.00,Transit and Railroad Police,0.5126,12,0.2079,0.1877,0.0,0.0,0.0623,0.2957,0.0,0.2438,0.2971,0.1011,0.0,0.488
27-2023.00,"Umpires, Referees, and Other Sports Officials",0.5119,16,0.1615,0.0783,0.1556,0.0,0.0,0.1445,0.0,0.5395,0.0783,0.082,0.0,0.486
53-3031.00,Driver/Sales Workers,0.5108,11,0.2777,0.25,0.0,0.0,0.0,0.386,0.1541,0.1281,0.0959,0.2359,0.0,0.485
19-4071.00,Forest and Conservation Technicians,0.51,20,0.3558,0.1703,0.138,0.0,0.0444,0.0848,0.0,0.2539,0.2343,0.1891,0.0555,0.484
51-9161.00,Computer Numerically Controlled Tool Operators,0.5097,27,0.4086,0.4152,0.042,0.0,0.0,0.0427,0.169,0.0392,0.3832,0.0,0.324,0.483
11-3051.03,Biofuels Production Managers,0.5068,14,0.1897,0.1462,0.2038,0.0,0.0,0.0,0.2231,0.3533,0.0624,0.1573,0.0,0.482
21-1014.00,Mental Health Counselors,0.5047,27,0.1615,0.2709,0.0389,0.2611,0.0582,0.2366,0.0,0.032,0.0,0.3732,0.0,0.481
33-3021.02,Police Identification and Records Officers,0.504,16,0.2348,0.2113,0.1184,0.058,0.0475,0.2724,0.0,0.1067,0.2829,0.1141,0.0,0.48
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",0.5032,30,0.2864,0.2553,0.0737,0.038,0.0,0.1735,0.2229,0.1642,0.2006,0.127,0.0,0.479
19-4013.00,Food Science Technicians,0.5026,16,0.3899,0.3638,0.1819,0.0,0.0,0.2081,0.0,0.0995,0.4448,0.0658,0.0,0.478
19-4042.00,"Environmental Science and Protection Technicians, Including Health",0.502,25,0.3931,0.3371,0.1651,0.0,0.1185,0.2106,0.0,0.0642,0.3027,0.139,0.0,0.477
29-1125.00,Recreational Therapists,0.5017,11,0.0,0.179,0.0,0.7172,0.0,0.0932,0.0,0.0,0.0,0.1896,0.0,0.476
39-7011.00,Tour Guides and Escorts,0.5013,19,0.336,0.2171,0.0,0.0575,0.0,0.1829,0.0224,0.0596,0.1372,0.5404,0.0,0.475
21-1094.00,Community Health Workers,0.5005,28,0.1779,0.2174,0.0,0.4031,0.0354,0.093,0.0,0.0,0.0789,0.3896,0.0,0.473
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,0.5004,23,0.0998,0.1763,0.0348,0.4965,0.0,0.0998,0.0,0.0688,0.0,0.3002,0.0,0.472
19-4031.00,Chemical Technicians,0.4952,16,0.3021,0.1954,0.2856,0.0,0.0,0.0,0.0369,0.1699,0.2332,0.2072,0.0672,0.471
25-2011.00,"Preschool Teachers, Except Special Education",0.4938,34,0.3049,0.2387,0.0,0.1064,0.1872,0.1177,0.0,0.0481,0.1579,0.3828,0.0,0.47
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,0.4924,28,0.3241,0.3284,0.1327,0.0,0.0791,0.1294,0.0,0.061,0.4761,0.0469,0.0748,0.469
17-3028.00,Calibration Technologists and Technicians,0.4917,15,0.4667,0.4,0.0667,0.0,0.0667,0.2,0.0,0.0667,0.4667,0.0667,0.0667,0.468
21-1023.00,Mental Health and Substance Abuse Social Workers,0.4912,13,0.0795,0.2578,0.0,0.4438,0.0469,0.0795,0.0,0.0641,0.0,0.3656,0.0,0.467
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",0.4912,30,0.1919,0.1596,0.0644,0.1205,0.0,0.176,0.0323,0.1923,0.1862,0.2283,0.0,0.466
53-6051.01,Aviation Inspectors,0.4909,13,0.4017,0.4489,0.1013,0.0,0.0,0.2205,0.0645,0.0562,0.4181,0.1394,0.0,0.465
27-2041.00,Music Directors and Composers,0.4894,30,0.1325,0.0547,0.0,0.0,0.6131,0.0907,0.0218,0.2441,0.0,0.0304,0.0,0.464
53-2022.00,Airfield Operations Specialists,0.4887,27,0.207,0.2746,0.0,0.0587,0.0,0.111,0.0326,0.3295,0.1833,0.2849,0.0,0.463
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",0.4882,20,0.3655,0.3132,0.0398,0.0,0.0457,0.1951,0.0,0.0503,0.5308,0.0902,0.0481,0.462
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",0.4881,23,0.2638,0.3133,0.0,0.0615,0.0,0.1802,0.0,0.0191,0.2579,0.4813,0.0,0.46
29-1141.01,Acute Care Nurses,0.4881,27,0.264,0.2874,0.1036,0.5188,0.0,0.1244,0.0421,0.0,0.0731,0.102,0.036,0.459
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",0.4866,15,0.2606,0.3968,0.0781,0.0,0.0,0.393,0.0,0.0,0.4495,0.0795,0.0,0.458
39-9031.00,Exercise Trainers and Group Fitness Instructors,0.4862,20,0.1116,0.149,0.0,0.0584,0.1781,0.0,0.0,0.1277,0.1673,0.4685,0.0,0.457
25-3031.00,"Substitute Teachers, Short-Term",0.4832,18,0.1139,0.1713,0.0,0.0403,0.0,0.1139,0.0643,0.0413,0.1614,0.5788,0.0,0.456
29-2011.01,Cytogenetic Technologists,0.4821,30,0.4852,0.3803,0.3456,0.1171,0.0,0.0925,0.0642,0.0264,0.2805,0.0,0.0738,0.455
43-4121.00,"Library Assistants, Clerical",0.4813,32,0.2482,0.3346,0.0395,0.0,0.0252,0.3485,0.0244,0.0442,0.3434,0.124,0.0507,0.454
53-4041.00,Subway and Streetcar Operators,0.4811,10,0.1801,0.4081,0.0,0.0,0.0,0.2879,0.325,0.0831,0.0,0.304,0.0,0.453
33-9091.00,Crossing Guards and Flaggers,0.481,12,0.3148,0.2881,0.0,0.0,0.0,0.158,0.0,0.0,0.4853,0.3566,0.0,0.452
17-3026.01,Nanotechnology Engineering Technologists and Technicians,0.4809,25,0.3379,0.4453,0.0467,0.0,0.033,0.3619,0.1173,0.0425,0.3514,0.0473,0.0,0.451
39-3092.00,Costume Attendants,0.4809,21,0.3297,0.2919,0.0,0.0,0.0587,0.3602,0.0,0.1723,0.355,0.0538,0.0,0.45
29-2036.00,Medical Dosimetrists,0.4807,19,0.3256,0.3994,0.1748,0.3081,0.0,0.0801,0.1935,0.0,0.1366,0.1069,0.0,0.449
43-5052.00,Postal Service Mail Carriers,0.4789,21,0.2331,0.4082,0.0,0.0,0.0,0.3152,0.0275,0.0,0.3808,0.2157,0.0609,0.447
29-1161.00,Nurse Midwives,0.4783,21,0.2814,0.3342,0.052,0.6411,0.0,0.1859,0.0,0.0,0.0,0.0775,0.0435,0.446
29-2011.00,Medical and Clinical Laboratory Technologists,0.4772,15,0.4468,0.3334,0.3735,0.0703,0.071,0.0,0.0739,0.0738,0.2595,0.0,0.0781,0.445
51-8012.00,Power Distributors and Dispatchers,0.4771,14,0.3435,0.4147,0.0704,0.0,0.0,0.214,0.3828,0.2159,0.0319,0.085,0.0,0.444
21-1093.00,Social and Human Service Assistants,0.4752,19,0.0979,0.2473,0.0,0.3729,0.0,0.0745,0.0,0.0,0.0,0.5526,0.0,0.443
29-1299.02,Orthoptists,0.4748,16,0.2335,0.3987,0.0701,0.6036,0.0661,0.0973,0.0,0.0,0.0,0.1629,0.0,0.442
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",0.4731,28,0.186,0.1974,0.0,0.0,0.0418,0.1995,0.0198,0.0432,0.2647,0.431,0.0,0.441
29-1141.00,Registered Nurses,0.4728,27,0.1685,0.2654,0.0331,0.5614,0.0827,0.1354,0.0,0.0652,0.0328,0.0895,0.0,0.44
29-1071.00,Physician Assistants,0.4728,12,0.2348,0.2518,0.095,0.7056,0.0,0.1399,0.0,0.0595,0.0,0.0,0.0,0.439
33-9093.00,Transportation Security Screeners,0.4725,26,0.1779,0.3404,0.0361,0.0,0.0,0.1252,0.0,0.0,0.5317,0.3071,0.0,0.438
27-2012.05,Media Technical Directors/Managers,0.4723,15,0.0578,0.1366,0.0686,0.0,0.1124,0.0,0.2169,0.3417,0.0821,0.1783,0.0,0.437
29-1214.00,Emergency Medicine Physicians,0.4712,17,0.2338,0.1853,0.1773,0.6538,0.0,0.0564,0.0,0.0584,0.0,0.054,0.0,0.436
51-8011.00,Nuclear Power Reactor Operators,0.4692,19,0.1863,0.2943,0.0,0.0,0.0,0.12,0.402,0.2557,0.1622,0.0601,0.0,0.434
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,0.4662,11,0.3731,0.4168,0.2256,0.0,0.0587,0.0,0.0,0.0,0.5122,0.1146,0.0888,0.433
29-1299.01,Naturopathic Physicians,0.4662,20,0.2003,0.3584,0.0583,0.5856,0.0,0.3147,0.0,0.0,0.0414,0.0,0.0,0.432
29-1241.00,"Ophthalmologists, Except Pediatric",0.4653,18,0.1411,0.3063,0.0619,0.773,0.0,0.0792,0.0,0.0,0.0,0.0859,0.0,0.431
27-4031.00,"Camera Operators, Television, Video, and Film",0.4645,21,0.269,0.2269,0.1406,0.0,0.0677,0.1065,0.2865,0.1151,0.2269,0.0567,0.0,0.43
53-4011.00,Locomotive Engineers,0.4642,14,0.1916,0.2939,0.0,0.07,0.0,0.2908,0.2455,0.0,0.2259,0.1677,0.0,0.429
39-7012.00,Travel Guides,0.4618,17,0.241,0.3259,0.0685,0.1351,0.0,0.1113,0.04,0.0758,0.0992,0.4701,0.0,0.428
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,0.4613,30,0.1599,0.3852,0.017,0.0459,0.0274,0.241,0.0277,0.3826,0.138,0.1203,0.0,0.427
53-3033.00,Light Truck Drivers,0.461,13,0.3442,0.4483,0.0921,0.0,0.0,0.3254,0.1772,0.0,0.2711,0.1342,0.0,0.426
29-1218.00,Obstetricians and Gynecologists,0.4609,15,0.2207,0.22,0.0803,0.5992,0.043,0.1403,0.0,0.065,0.0,0.0721,0.0,0.425
29-1242.00,"Orthopedic Surgeons, Except Pediatric",0.4606,15,0.3333,0.3333,0.1333,0.4667,0.0,0.2,0.0,0.0667,0.0667,0.0667,0.0,0.424
17-3024.01,Robotics Technicians,0.4589,22,0.3183,0.3867,0.0495,0.0,0.0654,0.1057,0.0,0.0,0.5906,0.0416,0.1472,0.423
29-1023.00,Orthodontists,0.4587,11,0.1846,0.2812,0.0935,0.4591,0.0787,0.0911,0.0,0.0,0.1871,0.0905,0.0,0.421
17-3029.01,Non-Destructive Testing Specialists,0.4585,16,0.3376,0.4574,0.2186,0.0,0.0474,0.1431,0.0,0.0655,0.5254,0.0,0.0,0.42
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",0.4583,28,0.3729,0.3764,0.0348,0.0,0.2685,0.1399,0.0437,0.021,0.3343,0.1578,0.0,0.419
33-2022.00,Forest Fire Inspectors and Prevention Specialists,0.4572,16,0.1301,0.3457,0.0,0.0,0.0,0.2653,0.0,0.178,0.3447,0.2119,0.0,0.418
19-5011.00,Occupational Health and Safety Specialists,0.4571,22,0.2193,0.3672,0.0721,0.1132,0.14,0.2148,0.0,0.0,0.3672,0.0927,0.0,0.417
29-1243.00,Pediatric Surgeons,0.4565,18,0.2778,0.2778,0.1111,0.5556,0.0,0.1667,0.0,0.0556,0.0556,0.0556,0.0,0.416
53-2031.00,Flight Attendants,0.4558,25,0.1276,0.3715,0.0293,0.0927,0.0,0.1255,0.0326,0.045,0.0913,0.5836,0.0,0.415
53-6061.00,Passenger Attendants,0.4549,12,0.1521,0.5757,0.0665,0.0,0.0,0.0,0.0913,0.0,0.0627,0.7795,0.0,0.414
29-1213.00,Dermatologists,0.4503,18,0.183,0.4199,0.0294,0.7199,0.0,0.1536,0.0,0.0,0.0,0.0971,0.0,0.413
29-1128.00,Exercise Physiologists,0.4489,25,0.0752,0.2608,0.0488,0.543,0.0,0.0719,0.0,0.036,0.0678,0.2324,0.0,0.412
29-1131.00,Veterinarians,0.4487,21,0.3141,0.4383,0.1358,0.4134,0.0,0.1779,0.0,0.0869,0.0635,0.1225,0.0,0.411
29-1216.00,General Internal Medicine Physicians,0.4476,19,0.175,0.2696,0.0655,0.6859,0.0256,0.1095,0.0,0.0539,0.0,0.0595,0.0,0.41
39-9041.00,Residential Advisors,0.4462,30,0.2192,0.259,0.0,0.0452,0.0667,0.162,0.0,0.2667,0.2292,0.2302,0.0,0.408
29-1221.00,"Pediatricians, General",0.4449,17,0.1051,0.1826,0.0,0.6281,0.0855,0.1051,0.0,0.0643,0.0,0.1171,0.0,0.407
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,0.443,15,0.2676,0.4626,0.1343,0.0,0.0,0.1972,0.0,0.3996,0.1409,0.128,0.0,0.406
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",0.4423,24,0.0894,0.2897,0.0447,0.0,0.0,0.0593,0.3451,0.1301,0.1281,0.2928,0.0,0.405
29-1212.00,Cardiologists,0.442,25,0.2,0.36,0.12,0.68,0.0,0.08,0.04,0.04,0.0,0.04,0.0,0.404
29-9091.00,Athletic Trainers,0.4412,23,0.1391,0.3622,0.1156,0.4958,0.0,0.1121,0.0,0.0,0.2122,0.0643,0.0,0.403
43-9071.00,"Office Machine Operators, Except Computer",0.4399,18,0.2342,0.3246,0.0518,0.0,0.0,0.3059,0.3178,0.0,0.3246,0.0,0.0,0.402
53-6011.00,Bridge and Lock Tenders,0.4387,18,0.2556,0.4347,0.0,0.0,0.0,0.4749,0.2369,0.0,0.2446,0.0436,0.0,0.401
17-3029.08,Photonics Technicians,0.4376,24,0.4451,0.4395,0.1431,0.0,0.1111,0.1011,0.0414,0.0,0.4331,0.1032,0.0669,0.4
49-9062.00,Medical Equipment Repairers,0.4348,20,0.3669,0.4396,0.1038,0.0,0.0,0.2286,0.0,0.0292,0.5478,0.0906,0.0,0.399
29-2034.00,Radiologic Technologists and Technicians,0.4347,30,0.2869,0.4455,0.1503,0.2017,0.0,0.177,0.2005,0.0427,0.1429,0.0508,0.034,0.398
29-2011.02,Cytotechnologists,0.4336,13,0.2767,0.3003,0.2966,0.348,0.0,0.1548,0.0,0.0726,0.128,0.0,0.0,0.397
39-3011.00,Gambling Dealers,0.4314,21,0.2918,0.6,0.0467,0.0,0.0,0.2256,0.0,0.0,0.0879,0.6397,0.0,0.395
29-1141.03,Critical Care Nurses,0.4309,29,0.214,0.4154,0.0818,0.4948,0.0,0.1042,0.0711,0.0298,0.0921,0.0982,0.0281,0.394
33-1011.00,First-Line Supervisors of Correctional Officers,0.4292,23,0.2118,0.4347,0.072,0.0932,0.0,0.1399,0.0402,0.377,0.1445,0.1331,0.0,0.393
29-1229.04,Physical Medicine and Rehabilitation Physicians,0.4287,15,0.0777,0.3137,0.0,0.8656,0.0,0.0777,0.0,0.0,0.0,0.0567,0.0,0.392
29-2081.00,"Opticians, Dispensing",0.4269,21,0.2486,0.3696,0.0,0.2123,0.0,0.1972,0.0515,0.0515,0.2104,0.2772,0.0,0.391
25-9043.00,"Teaching Assistants, Special Education",0.4266,30,0.2009,0.3236,0.0,0.1318,0.0747,0.1487,0.0,0.0334,0.2075,0.4039,0.0,0.39
45-4023.00,Log Graders and Scalers,0.4252,12,0.1522,0.3859,0.0,0.0,0.0,0.1522,0.0601,0.0576,0.6679,0.0622,0.0,0.389
29-2091.00,Orthotists and Prosthetists,0.4232,15,0.1956,0.3674,0.0,0.1409,0.0698,0.1956,0.0,0.1309,0.2958,0.167,0.0,0.388
31-9092.00,Medical Assistants,0.423,20,0.2939,0.4515,0.0,0.4205,0.0,0.3366,0.0409,0.0,0.16,0.042,0.0,0.387
29-9099.01,Midwives,0.423,36,0.1376,0.3955,0.1095,0.6602,0.0,0.0923,0.0,0.029,0.0534,0.0556,0.0,0.386
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",0.4226,22,0.1469,0.4025,0.0,0.0,0.0,0.1469,0.0,0.3636,0.216,0.2735,0.0,0.385
53-3053.00,Shuttle Drivers and Chauffeurs,0.4221,26,0.2308,0.5493,0.0,0.0,0.0,0.2507,0.2188,0.0,0.2083,0.3222,0.0,0.384
33-3051.00,Police and Sheriff's Patrol Officers,0.421,30,0.1765,0.4114,0.0356,0.1137,0.0,0.2748,0.0,0.0207,0.3756,0.1796,0.0,0.382
13-1074.00,Farm Labor Contractors,0.42,7,0.1615,0.2928,0.0,0.0,0.0,0.1615,0.0,0.5457,0.2928,0.0,0.0,0.381
33-9011.00,Animal Control Workers,0.4173,16,0.35,0.503,0.0,0.3703,0.0,0.3411,0.0,0.0,0.0635,0.2251,0.0,0.38
29-1211.00,Anesthesiologists,0.4171,18,0.1237,0.2644,0.0,0.7685,0.0,0.1237,0.0,0.0517,0.0,0.0561,0.0,0.379
51-9151.00,Photographic Process Workers and Processing Machine Operators,0.4156,27,0.3038,0.6563,0.0,0.0,0.0,0.0842,0.2656,0.0,0.4306,0.0,0.2196,0.378
27-4021.00,Photographers,0.414,28,0.3218,0.3955,0.1549,0.0,0.0483,0.1566,0.1068,0.0346,0.3866,0.0452,0.0671,0.377
27-1012.00,Craft Artists,0.4117,16,0.2049,0.3965,0.1518,0.0,0.2371,0.0497,0.0,0.0,0.3965,0.1649,0.0,0.376
29-2032.00,Diagnostic Medical Sonographers,0.4114,20,0.2587,0.4356,0.057,0.326,0.0,0.2347,0.2383,0.0422,0.1019,0.0,0.0,0.375
25-4013.00,Museum Technicians and Conservators,0.41,24,0.294,0.4933,0.0217,0.0,0.0,0.2295,0.028,0.1256,0.4652,0.0914,0.0386,0.374
51-5111.00,Prepress Technicians and Workers,0.4087,15,0.2536,0.6756,0.0359,0.0,0.0,0.0,0.3471,0.0,0.3635,0.0,0.2536,0.373
31-2011.00,Occupational Therapy Assistants,0.4083,22,0.1671,0.4014,0.0,0.5498,0.0,0.1671,0.0,0.0,0.0912,0.1919,0.0,0.372
47-2231.00,Solar Photovoltaic Installers,0.4077,26,0.2925,0.4372,0.408,0.0,0.0399,0.0752,0.0,0.0,0.4769,0.0,0.0,0.371
51-9071.06,Gem and Diamond Workers,0.4046,14,0.2007,0.5853,0.1096,0.0,0.0,0.1025,0.0441,0.0,0.6527,0.0911,0.0,0.369
49-9041.00,Industrial Machinery Mechanics,0.4031,16,0.3054,0.4972,0.0632,0.0,0.0,0.1915,0.0568,0.0163,0.5633,0.0581,0.0507,0.368
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",0.4021,39,0.3046,0.4558,0.0761,0.0,0.0,0.138,0.0231,0.0972,0.5622,0.0462,0.0572,0.367
51-8092.00,Gas Plant Operators,0.4016,19,0.1272,0.5114,0.0,0.0,0.0,0.1272,0.4209,0.1152,0.2749,0.0619,0.0,0.366
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",0.4006,25,0.2844,0.4191,0.0407,0.0,0.0,0.1593,0.0478,0.0,0.4977,0.1279,0.1267,0.365
29-2031.00,Cardiovascular Technologists and Technicians,0.4002,21,0.238,0.4519,0.0842,0.4891,0.0,0.1538,0.1139,0.04,0.1189,0.0,0.0,0.364
33-3012.00,Correctional Officers and Jailers,0.3996,27,0.1958,0.524,0.0,0.0355,0.0,0.2098,0.0323,0.1619,0.3933,0.1251,0.042,0.363
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,0.3984,29,0.2701,0.542,0.1182,0.0,0.0,0.2342,0.2501,0.0183,0.3337,0.0455,0.0,0.362
53-3052.00,"Bus Drivers, Transit and Intercity",0.3976,14,0.0995,0.5189,0.0,0.0826,0.0,0.1658,0.181,0.0,0.1759,0.3948,0.0,0.361
33-9094.00,School Bus Monitors,0.3972,18,0.0556,0.5,0.0,0.1111,0.0,0.1111,0.0556,0.0,0.0556,0.6667,0.0,0.36
53-3054.00,Taxi Drivers,0.3969,16,0.125,0.5,0.0625,0.0,0.0,0.125,0.1875,0.0,0.25,0.375,0.0,0.359
39-6012.00,Concierges,0.3959,18,0.0452,0.5354,0.0,0.0,0.0,0.1097,0.0,0.0526,0.1447,0.6931,0.0,0.358
37-2021.00,Pest Control Workers,0.3954,13,0.2567,0.5078,0.0652,0.0,0.0,0.1915,0.0799,0.0786,0.4723,0.1124,0.0,0.356
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",0.3944,15,0.0758,0.4818,0.0,0.1839,0.0,0.1299,0.0423,0.0,0.3069,0.337,0.0,0.355
